contented,"['satisfied', 'pleased', 'glad', 'content', 'comfortable']","['upset', 'sad', 'unhappy', 'disturbed']"
believing,"['positive', 'convinced', 'assuming', 'certain', 'sure', 'accepting']","['doubting', 'uncertain']"
assuming,"['forward', 'bold']",['doubting']
forward,"['leading', 'ahead', 'forth', 'progressive', 'progressing']","['later', 'last', 'past', 'reversing', 'back', 'reserved', 'shy']"
back,"['behind', 'tail', 'following', 'final', 'rear', 'after']","['front', 'future', 'first', 'beginning']"
final,"['concluding', 'closing', 'ultimate', 'end', 'latter', 'latest', 'finishing']","['continuing', 'temporary', 'beginning', 'first', 'opening', 'starting']"
ultimate,"['end', 'latter', 'closing', 'extreme', 'latest', 'farthest', 'furthest', 'concluding', 'capping', 'most distant']","['least', 'lowest', 'worst', 'extra', 'beginning', 'first', 'opening', 'secondary']"
furthest,"['farthest', 'extreme', 'ultimate', 'remotest']","['closest', 'nearest']"
remotest,"['unknown', 'isolated', 'private', 'lonely', 'distant', 'frontier', 'far', 'back', 'alien', 'secret', 'wild', 'beyond', 'foreign', 'removed', 'retired']","['known', 'loved', 'nearby', 'related', 'relevant', 'likely', 'possible', 'friendly', 'open', 'public', 'close', 'near', 'gentle', 'warm']"
wild,"['natural', 'free', 'waste', 'desert', 'native', 'dense', 'deserted', 'escaped', 'fierce', 'indigenous']","['kind', 'nice', 'sophisticated', 'controlled', 'delicate', 'gentle', 'behaved', 'calm', 'mild', 'moderate']"
desert,"['lonely', 'wild', 'waste', 'bare']",['productive']
native,"['natural', 'indigenous', 'real', 'constitutional', 'essential', 'fundamental', 'wild', 'original', 'genuine', 'inherited']","['minor', 'alien', 'secondary', 'foreign', 'outside']"
indigenous,"['domestic', 'inherent', 'inherited', 'natural', 'original']","['alien', 'foreign']"
genetic,['historical'],['acquired']
historical,"['real', 'ancient', 'actual', 'classical', 'important', 'old', 'past', 'documented']","['modern', 'false']"
acquired,"['collected', 'realized', 'accomplished', 'learned', 'gathered', 'seized', 'captured', 'gained', 'obtained', 'earned', 'secured', 'won', 'reached']",['lost']
realized,"['accomplished', 'executed', 'finished', 'completed', 'done', 'performed', 'concluded', 'achieved']",[]
received,"['collected', 'accepted', 'acknowledged', 'honored', 'acquired', 'gathered', 'derived', 'standard', 'conventional', 'earned', 'obtained', 'gotten', 'admitted']","['delivered', 'given']"
gathered,"['concentrated', 'collected', 'stored', 'united', 'stacked', 'combined', 'joined', 'associated', 'picked', 'harvested', 'grouped', 'met', 'rallied', 'piled']","['separated', 'scattered']"
vague,"['uncertain', 'faint', 'dark', 'loose', 'puzzling', 'unknown']","['explicit', 'determined', 'obvious', 'clear', 'certain', 'secure', 'sure', 'plain', 'distinct', 'apparent']"
apparent,"['supposed', 'possible', 'likely']","['unlikely', 'hidden', 'real', 'uncertain']"
supposed,"['assumed', 'alleged', 'theoretical']",['real']
alleged,"['so-called', 'supposed', 'stated', 'declared', 'pretended', 'suspect', 'suspicious', 'described']","['certain', 'sure']"
pretended,"['cheating', 'assumed', 'covered', 'masked', 'affected', 'pretend', 'supposed', 'lying', 'artificial', 'so-called', 'false']","['real', 'genuine', 'original', 'true', 'exposed', 'open', 'revealed', 'bare']"
artificial,"['plastic', 'false']","['real', 'genuine', 'natural']"
plastic,['bending'],"['hard', 'stiff']"
bending,"['curving', 'winding', 'twisting', 'bowing']",['straight']
curving,"['winding', 'curved', 'bending', 'twisted', 'twisting']",['straight']
winding,"['curving', 'involved', 'twisting']","['straight', 'direct', 'simple']"
direct,"['explicit', 'plain', 'straight', 'express', 'open', 'absolute']","['vague', 'changing', 'interrupted', 'varying', 'decorated']"
changing,"['uncertain', 'dynamic', 'growing', 'mobile', 'developing', 'altering', 'modifying']","['stable', 'certain', 'sure', 'steady', 'fixed']"
mobile,"['liquid', 'fluid', 'free', 'wandering', 'loose', 'moving']","['settled', 'stable', 'solid', 'fixed']"
liquid,"['smooth', 'running', 'melted', 'wet', 'molten', 'moving', 'soft', 'thin', 'dissolved']","['dry', 'broken', 'close', 'dense', 'firm', 'hard', 'solid', 'frozen']"
wet,"['soaked', 'pouring', 'soaking', 'raining']","['dry', 'clear']"
soaked,"['drowned', 'wet', 'soaking']",['dry']
exhausting,"['draining', 'taxing', 'wearing', 'fatiguing']",['easy']
flowing,"['running', 'rolling', 'falling', 'full', 'liquid', 'smooth', 'fluid', 'rushing', 'rich', 'sweeping', 'continuous', 'easy', 'streaming', 'flooded', 'issuing']","['empty', 'solid']"
fluid,"['flowing', 'running', 'melted', 'molten']","['stable', 'solid']"
flexible,"['soft', 'bending', 'plastic', 'stretch', 'yielding']","['firm', 'stiff']"
variable,"['mobile', 'fluid', 'flexible', 'uncertain', 'shifting']",['stable']
racing,"['hurrying', 'flying', 'running', 'fast', 'rushing', 'sailing', 'tearing']","['slow', 'crawling']"
hurrying,"['flying', 'running', 'racing', 'rushing', 'speeding']",['crawling']
crawling,['dragging'],['empty']
continuous,"['extended', 'steady', 'repeated', 'regular', 'stable', 'endless', 'connected', 'consecutive', 'looped', 'continued']","['completed', 'interrupted', 'broken', 'ceasing', 'ending', 'finished', 'stopping']"
repeated,['copied'],['permanent']
instanced,"['detail', 'item', 'reason', 'particular', 'occasion', 'example', 'proof', 'sample', 'representative', 'time', 'ground', 'sampling']",['hide']
given,[],[]
stated,"['certain', 'declared', 'fixed', 'settled', 'regular', 'told']",[]
announced,"['released', 'declared', 'issued', 'reported', 'broadcast', 'disclosed', 'revealed', 'communicated', 'told']",['hidden']
reported,"['recorded', 'noted', 'announced', 'rumored', 'said', 'broadcast', 'described', 'expressed', 'disclosed', 'proclaimed', 'believed', 'revealed', 'communicated']","['unknown', 'certain', 'secret']"
equipped,"['supplied', 'armed', 'completed', 'appointed', 'fitted', 'dressed', 'provided', 'decked', 'arrayed', 'assembled', 'implemented', 'readied']","['stripped', 'bare']"
appointed,"['selected', 'chosen']",['elected']
chosen,"['exclusive', 'named', 'elect', 'selected', 'pick', 'select', 'popular', 'picked', 'called']",['ignored']
select,"['exclusive', 'selected', 'preferred', 'prime', 'limited', 'elect', 'chosen', 'top', 'screened', 'favored', 'pick', 'best', 'choice', 'delicate', 'elegant', 'rare', 'special', 'superior', 'winner', 'tops', 'picked']","['least', 'open', 'poor']"
preferred,"['favored', 'approved', 'liked', 'sanctioned', 'selected', 'named', 'elected', 'taken', 'endorsed', 'popular', 'adopted', 'picked']",['rejected']
held,"['guarded', 'controlled', 'defended', 'taken', 'retained', 'occupied', 'gripped', 'believed']","['freed', 'lost', 'released']"
retained,"['received', 'saved', 'reserved', 'remembered', 'possessed', 'owned', 'held', 'included', 'sustained', 'maintained', 'had', 'contained', 'treasured', 'secured']","['refused', 'lost', 'wasted']"
remembered,"['retained', 'recalled']","['forgotten', 'overlooked', 'lost']"
taped,"['rope', 'line', 'band', 'edging', 'strip']","['release', 'refuse', 'lose', 'loose', 'open']"
warmed,"['sunny', 'mild', 'pleasant', 'hot', 'heated', 'sweating', 'melting', 'close']","['freezing', 'violent', 'cool', 'cooled', 'cold', 'unhappy', 'calm']"
cooled,"['biting', 'chilling', 'chill', 'chilled']","['excited', 'upset', 'friendly', 'kind', 'hot', 'warm', 'approving', 'poor', 'square']"
upset,"['disordered', 'confused', 'shocked', 'low', 'sick', 'troubled', 'hurt', 'thrown', 'spilled', 'ill', 'worried', 'dragged']","['ordered', 'organized', 'moral', 'healthy', 'content', 'pleased', 'collected', 'composed', 'settled', 'decent', 'gay', 'happy', 'strong', 'well', 'clean', 'calm', 'sound', 'comforted']"
shocked,['upset'],['comforting']
comforting,"['encouraging', 'freeing', 'softening', 'curing', 'sustaining', 'relieving', 'restoring', 'warming']","['disturbing', 'upsetting', 'worrying']"
worrying,"['nervous', 'concerned', 'burdened', 'bothered', 'anxious']",['happy']
bothered,"['troubled', 'disturbed', 'upset', 'anxious', 'bugged']","['collected', 'satisfied', 'calm', 'happy', 'relaxed']"
spilled,"['gone', 'lost']",['existing']
existing,"['current', 'actual', 'alive', 'real']",['past']
worried,"['concerned', 'distracted', 'upset', 'bothered', 'disturbed', 'afraid', 'nervous']","['calm', 'comforted', 'happy', 'relaxed']"
moral,"['proper', 'good', 'straight', 'right', 'square', 'innocent', 'meet', 'correct', 'decent', 'just', 'modest', 'pure']","['evil', 'unfair', 'bad']"
square,"['even', 'fair', 'straight', 'equal', 'objective', 'sporting', 'decent', 'ethical', 'just']","['biased', 'unfair', 'current', 'different', 'partial', 'new', 'popular']"
sporting,"['game', 'square', 'fair', 'gay', 'generous', 'reasonable', 'wild']",[]
game,"['dogged', 'bold', 'prepared', 'eager', 'interested', 'ready']","['capable', 'working', 'afraid', 'weak', 'able']"
working,"['busy', 'engaged', 'alive', 'running', 'employed', 'functioning', 'dynamic', 'live', 'going', 'moving', 'effective', 'practical', 'useful', 'laboring']",[]
busy,"['active', 'working', 'occupied', 'engaged', 'buried', 'employed', 'slaving']",['quiet']
occupied,"['employed', 'engaged', 'working', 'active']","['empty', 'free']"
employed,"['occupied', 'hired', 'engaged', 'busy', 'selected', 'operating', 'signed', 'active', 'laboring']",[]
hired,"['employed', 'busy', 'working']",[]
written,"['recorded', 'reported', 'penned', 'drafted', 'dictated']",['spoken']
spoken,"['said', 'voiced', 'articulate', 'mentioned', 'announced', 'oral', 'traditional', 'verbal', 'expressed', 'communicated', 'told']","['heard', 'written']"
articulate,"['clear', 'distinct', 'meaningful']",[]
oral,"['vocal', 'articulate', 'related', 'said', 'verbal', 'voiced', 'sounded', 'told']","['printed', 'written']"
vocal,"['articulate', 'verbal', 'singing', 'oral', 'said', 'voiced', 'sung', 'articulated', 'expressed']","['written', 'modest', 'quiet', 'shy']"
round,"['rounded', 'curved', 'bowed', 'looped', 'bent', 'ringed']","['lacking', 'tiny', 'straight', 'small', 'low', 'soft', 'weak']"
looped,"['lit', 'in', 'totaled']",['straight']
in,"['modern', 'contemporary', 'current', 'now', 'favored', 'new', 'popular', 'prevailing', 'usual']","['old-fashioned', 'old', 'past']"
prevailing,"['universal', 'current', 'usual', 'established', 'set', 'steady', 'sweeping', 'ruling', 'common', 'comprehensive', 'familiar', 'influential', 'main', 'ordinary', 'popular', 'principal', 'regular', 'widespread', 'worldwide']","['individual', 'minor', 'limited', 'private']"
ruling,"['upper', 'central', 'leading', 'controlling', 'commanding']","['minor', 'secondary', 'yielding']"
upper,"['high', 'top', 'higher']","['lower', 'junior', 'low', 'below', 'under']"
higher,"['above', 'over', 'greater', 'bigger', 'more advanced']","['shorter', 'smaller']"
over,"['past', 'by', 'closed', 'completed', 'done', 'ended', 'finished', 'gone', 'settled', 'up', 'concluded']","['less', 'failed', 'fewer']"
less,"['limited', 'lower', 'negative', 'lesser', 'minor', 'secondary', 'beneath', 'depressed', 'lacking', 'reduced', 'shorter', 'without', 'fewer', 'declined', 'diminished', 'excepting', 'slighter']","['higher', 'greater', 'more', 'important', 'superior', 'major', 'bigger']"
negative,"['weak', 'resisting', 'opposing', 'removed', 'against', 'refusing', 'denying', 'rejecting']","['confident', 'favorable', 'good', 'positive']"
lesser,"['minor', 'bottom', 'bush', 'low', 'lower', 'small', 'slighter']","['greater', 'higher', 'significant', 'major', 'superior']"
minor,"['slight', 'lesser', 'secondary', 'dependent', 'light', 'low', 'junior', 'casual', 'smaller', 'younger']","['useful', 'chief', 'adult', 'greater', 'large', 'important', 'major', 'significant', 'big', 'superior', 'strong', 'necessary']"
dependent,"['poor', 'vulnerable', 'minor', 'secondary', 'clinging', 'lesser', 'under']","['independent', 'strong', 'important', 'major', 'superior', 'free']"
vulnerable,"['accessible', 'exposed', 'weak', 'sensitive', 'ready', 'naked', 'tender']","['guarded', 'protected', 'safe', 'secure', 'strong', 'closed']"
relative,"['related', 'dependent', 'about', 'concerning', 'connected', 'near', 'referring', 'associated']","['unlike', 'independent', 'separate']"
near,"['neighboring', 'immediate', 'nearby', 'burning', 'touching', 'ready', 'close', 'bordering', 'alongside', 'around', 'available', 'beside', 'practically']","['far', 'gone', 'away', 'distant', 'separate', 'cool', 'remote', 'past']"
touching,"['sad', 'stirring', 'tender', 'melting', 'impressive']","['happy', 'hard']"
emotional,"['exciting', 'sensitive', 'touching', 'moving', 'nervous', 'heated', 'affecting', 'disturbed', 'feeling', 'stirring', 'tender', 'warm', 'stirred']","['calm', 'cool', 'physical']"
exciting,"['impressive', 'interesting', 'appealing', 'dramatic', 'dangerous', 'moving', 'stimulating', 'overwhelming', 'arresting', 'fine', 'stirring', 'neat', 'wild']","['boring', 'moderate']"
dramatic,"['impressive', 'striking', 'powerful', 'sudden', 'tragic', 'emotional', 'affecting', 'effective']","['usual', 'ugly', 'weak', 'calm', 'normal', 'ordinary']"
sudden,"['unusual', 'rapid', 'immediate', 'quick', 'accelerated', 'fast', 'flash', 'fleet', 'hurried', 'rushing', 'speeded']","['delayed', 'slow', 'expected']"
quick,"['rapid', 'brief', 'immediate', 'sudden', 'hurried', 'active', 'express', 'prompt', 'flying', 'going', 'fleet', 'accelerated']","['delayed', 'later', 'stupid', 'slow']"
hurried,"['sudden', 'short', 'rushing', 'fast', 'brief']","['delayed', 'slow', 'calm', 'long', 'easily']"
going,"['rapid', 'progressive', 'mobile', 'pushing', 'running', 'moving', 'flowing', 'rolling', 'operating', 'functioning', 'rushing', 'alive', 'effective']","['permanent', 'fixed']"
fleet,"['rapid', 'flying', 'fast', 'screaming']",['slow']
speeded,"['pace', 'momentum', 'clip', 'expedition', 'snap', 'hurry', 'rush', 'breeze', 'activity', 'steam']","['delay', 'slowing', 'rest']"
advance,"['forward', 'leading', 'prior', 'first', 'earlier', 'early', 'previously']","['later', 'last', 'after', 'behind']"
earlier,"['prior', 'previous']",['later']
more,"['extra', 'also', 'other', 'further', 'new', 'higher', 'major', 'spare', 'and', 'another', 'besides', 'else', 'extended', 'farther', 'fresh', 'increased', 'likewise', 'numerous', 'added', 'larger', 'deeper', 'enhanced', 'exceeding', 'expanded', 'heavier', 'wider']","['less', 'fewer']"
other,"['new', 'alternative', 'more', 'another', 'else', 'extra', 'farther', 'fresh', 'further', 'spare']","['included', 'related', 'similar', 'same']"
additional,"['added', 'increased', 'other', 'further', 'new', 'more', 'option', 'padding', 'spare']",['necessary']
spare,"['option', 'emergency', 'over', 'free', 'additional', 'odd']","['necessary', 'fat', 'thick']"
sparing,"['close', 'saving', 'mean', 'tight']",['generous']
saving,"['retaining', 'preserving', 'rescuing']",['wasting']
remembering,[],"['forgetting', 'overlooking']"
taking,['catching'],"['boring', 'ugly']"
catching,"['taking', 'epidemic', 'dangerous']",[]
epidemic,"['sweeping', 'catching', 'general', 'prevailing']",['limited']
general,"['natural', 'normal', 'familiar', 'universal', 'routine', 'regular', 'broad', 'ordinary', 'public', 'prevailing', 'conventional', 'everyday', 'extensive', 'popular', 'typical', 'usual', 'wide', 'widespread']","['unusual', 'individual', 'specific', 'unknown', 'extraordinary', 'novel', 'rare', 'different', 'strange', 'particular', 'private', 'unique', 'exact', 'limited']"
public,"['urban', 'mutual', 'civic', 'civil', 'national', 'social', 'popular', 'universal', 'city', 'metropolitan', 'government', 'country', 'free', 'state', 'common', 'open', 'accessible', 'municipal', 'widespread']","['local', 'specific', 'unknown', 'private', 'particular']"
national,"['civil', 'ethnic', 'domestic', 'internal', 'social', 'public', 'royal', 'general', 'state', 'sweeping', 'home', 'native', 'political', 'widespread']","['local', 'private']"
social,"['civil', 'group', 'familiar', 'collective', 'community', 'general', 'common', 'nice', 'entertaining', 'organized', 'pleasant', 'popular']","['extraordinary', 'unusual', 'cool', 'rare', 'private']"
royal,"['superior', 'high', 'ruling', 'commanding', 'imposing', 'impressive']","['minor', 'poor', 'common']"
official,"['precise', 'fitting', 'valid', 'proper', 'formal', 'real', 'positive', 'approved', 'cleared', 'correct', 'decided', 'endorsed', 'established', 'legitimate', 'licensed', 'ordered', 'recognized', 'sanctioned', 'suitable', 'true']",['false']
